case;event;time;Resource
2810;3;18.08.2011-13:10:46;4
2811;0;31.05.2010-14:52:29;5
2811;5;31.05.2010-15:59:22;5
2811;1;21.06.2010-16:36:23;15
2811;2;21.06.2010-16:36:30;15
2811;3;21.07.2010-16:36:49;4
2812;0;25.11.2011-09:16:03;0
2812;1;25.11.2011-09:20:15;0
2812;2;01.12.2011-16:48:02;0
2812;3;19.01.2012-09:20:33;4
2813;0;20.08.2013-15:30:10;3
2813;1;05.09.2013-07:37:57;1
2813;2;05.09.2013-12:41:28;1
2813;3;20.09.2013-12:41:39;2
2814;0;23.03.2010-10:56:16;1
2814;1;23.03.2010-13:35:08;1
2814;2;23.03.2010-13:35:13;1
2814;3;06.05.2010-10:00:51;4
2815;0;11.06.2010-15:41:37;14
2815;1;11.06.2010-15:42:59;14
2815;6;11.06.2010-15:43:06;14
2815;2;15.06.2010-15:09:01;1
2815;3;14.07.2010-15:50:26;4
2816;0;10.02.2010-09:15:34;1
2816;1;15.02.2010-16:20:05;9
2816;2;26.02.2010-14:19:07;9
2816;3;28.03.2010-13:19:31;4
2817;4;30.08.2011-08:59:35;14
2817;0;30.08.2011-09:00:24;14
2817;1;30.08.2011-09:01:37;14
2817;2;09.09.2011-07:07:04;14
2817;3;15.10.2011-09:00:21;4
2818;4;09.08.2010-08:34:51;10
2818;0;09.08.2010-08:35:27;10
2818;1;09.08.2010-16:05:04;10
2818;5;17.09.2010-13:52:10;5
2818;5;17.09.2010-13:52:11;5
2818;1;22.09.2010-13:06:26;5
2818;2;22.09.2010-13:06:42;5
2818;3;07.10.2010-13:06:59;4
2819;0;18.11.2011-11:23:43;0
2819;1;22.11.2011-16:39:13;1
2819;2;23.11.2011-10:14:59;1
2819;3;01.01.2012-11:30:56;4
2820;0;30.01.2012-13:19:30;0
2820;1;31.01.2012-08:32:32;0
2820;2;07.02.2012-09:31:42;0
2820;3;01.03.2012-13:20:26;4
2821;0;03.05.2011-07:45:59;12
2821;1;03.05.2011-07:46:09;12
2821;2;03.05.2011-08:41:24;12
2821;3;03.06.2011-07:50:20;4
2822;0;12.01.2012-08:42:47;3
2822;1;16.01.2012-16:54:04;1
2822;2;17.01.2012-14:28:11;1
2822;3;14.02.2012-08:50:19;4
2823;0;18.11.2010-11:36:06;13
2823;1;18.11.2010-11:36:33;13
2823;2;15.12.2010-15:33:16;13
2823;3;30.12.2010-15:33:28;4
2824;0;18.10.2011-08:55:34;3
2824;0;18.10.2011-08:58:39;3
2824;1;02.11.2011-08:54:23;5
2824;2;08.11.2011-08:53:47;5
2824;3;08.12.2011-08:54:07;4
2825;0;06.11.2012-13:01:54;12
2825;1;07.11.2012-15:51:56;15
2825;5;05.12.2012-10:04:03;15
2825;2;14.12.2012-10:48:35;15
2825;3;29.12.2012-10:48:53;2
2826;0;22.07.2011-09:47:02;12
2826;1;25.07.2011-13:38:21;12
2826;2;25.08.2011-13:14:19;12
2826;3;09.09.2011-13:14:33;4
2827;0;13.05.2010-15:02:27;14
2827;1;18.05.2010-17:22:11;15
2827;5;18.05.2010-17:22:40;15
2827;1;19.05.2010-08:49:09;15
2827;1;19.05.2010-09:23:55;15
2827;2;19.05.2010-09:25:58;15
2827;3;15.06.2010-15:10:12;4
2828;0;04.06.2010-07:34:21;1
2828;1;04.06.2010-13:08:07;1
2828;2;04.06.2010-13:08:23;1
2828;3;07.07.2010-07:40:15;4
2829;0;12.03.2012-10:57:31;0
2829;1;12.03.2012-11:23:53;12
2829;2;14.03.2012-10:49:24;12
2829;3;12.04.2012-10:00:21;4
2830;0;28.02.2012-16:03:49;8
2830;1;28.02.2012-17:16:36;11
2830;2;28.02.2012-17:20:30;11
2830;3;27.04.2012-15:10:31;4
2831;0;09.11.2011-15:55:24;0
2831;1;09.11.2011-15:55:38;0
2831;2;11.11.2011-09:32:43;0
2831;3;10.12.2011-16:02:06;4
2832;0;02.04.2012-12:49:53;0
2832;1;02.04.2012-14:32:57;12
2832;5;04.04.2012-12:44:51;12
2832;2;13.04.2012-13:38:24;12
2832;3;04.05.2012-13:40:31;4
2833;0;30.01.2013-13:28:02;0
2833;1;05.02.2013-14:05:34;1
2833;5;07.02.2013-08:43:18;1
2833;2;22.02.2013-11:08:48;1
2833;3;09.03.2013-11:09:04;2
2834;0;23.06.2010-14:49:42;13
2834;1;23.06.2010-16:46:09;10
2834;5;23.06.2010-16:48:50;10
2834;1;30.06.2010-15:52:15;10
2834;2;30.06.2010-15:52:21;10
2834;3;06.08.2010-14:50:26;4
2835;0;09.02.2012-13:16:45;0
2835;1;09.02.2012-13:16:53;0
2835;2;09.02.2012-13:28:05;0
2835;3;28.03.2012-12:20:45;4
2836;0;18.11.2011-15:56:31;0
2836;1;21.11.2011-11:04:41;1
2836;2;21.11.2011-11:20:17;1
2836;3;21.12.2011-16:00:22;4
2837;0;05.10.2010-08:09:54;1
2837;1;07.10.2010-06:58:31;1
2837;5;15.10.2010-09:27:51;13
2837;5;18.10.2010-15:06:33;1
2837;1;25.10.2010-07:28:52;1
2837;2;25.10.2010-07:29:00;1
2837;3;11.11.2010-10:33:43;4
2838;0;06.06.2013-15:55:38;0
2838;1;10.06.2013-07:54:01;8
2838;5;10.06.2013-08:04:41;8
2838;2;26.06.2013-08:26:42;8
2838;3;11.07.2013-08:26:56;2
2839;0;14.05.2012-08:44:51;8
2839;1;14.05.2012-10:02:23;8
2839;2;14.05.2012-13:28:15;1
2839;3;14.06.2012-08:50:27;4
2840;0;24.02.2012-14:03:12;0
2840;1;05.03.2012-08:32:34;0
2840;2;08.03.2012-14:35:44;0
2840;2;08.03.2012-14:35:44;0
2840;3;28.03.2012-13:10:41;4
2841;0;15.11.2011-14:05:19;0
2841;1;15.11.2011-14:05:28;0
2841;2;29.11.2011-16:22:57;12
2841;3;31.12.2011-14:10:27;4
2842;0;01.02.2011-15:35:30;7
2842;1;04.02.2011-15:14:13;12
2842;2;04.02.2011-15:15:36;12
2842;3;01.04.2011-14:40:30;4
2843;0;16.04.2012-15:33:23;0
2843;1;16.04.2012-15:33:30;0
2843;2;17.04.2012-14:15:17;0
2843;3;17.05.2012-15:40:39;4
2844;4;12.05.2010-10:47:22;14
2844;0;12.05.2010-15:00:58;14
2844;0;18.05.2010-16:25:41;15
2844;1;24.05.2010-10:58:03;11
2844;5;25.05.2010-15:35:52;11
2844;1;26.05.2010-13:43:36;11
2844;2;26.05.2010-13:43:49;11
2844;3;25.06.2010-13:44:10;4
2845;0;26.07.2012-10:48:21;0
2845;1;26.07.2012-12:10:16;5
2845;5;26.07.2012-16:15:16;15
2845;2;30.07.2012-07:49:48;15
2845;3;13.09.2012-07:50:16;4
2846;0;02.08.2012-09:10:40;3
2846;1;02.08.2012-09:14:53;3
2846;2;03.08.2012-12:44:59;3
2846;3;05.09.2012-09:21:43;4
2847;0;04.04.2013-10:02:28;3
2847;1;22.04.2013-08:36:14;1
2847;5;22.04.2013-08:43:04;1
2847;2;22.04.2013-09:52:37;1
2847;3;07.05.2013-09:52:54;2
2848;0;23.04.2013-10:12:28;13
2848;2;09.05.2013-08:47:24;1
2848;2;09.05.2013-08:47:25;1
2848;3;24.05.2013-08:47:41;2
2849;0;04.02.2011-15:57:48;1
2849;1;04.02.2011-16:24:24;1
2849;2;04.02.2011-16:25:36;1
2849;3;09.03.2011-16:00:23;4
2850;0;11.02.2013-10:53:09;3
2850;1;14.03.2013-14:45:36;1
2850;2;18.03.2013-10:23:57;0
2850;3;02.04.2013-09:24:09;2
2851;0;27.12.2011-16:58:57;0
2851;2;29.12.2011-16:13:14;0
2851;3;27.01.2012-17:00:47;4
2852;0;27.06.2011-12:28:23;7
2852;0;27.06.2011-12:28:42;7
2852;0;30.06.2011-13:18:57;12
2852;1;30.06.2011-14:18:24;14
2852;5;11.07.2011-09:09:16;14
2852;2;18.07.2011-09:32:55;14
2852;3;04.08.2011-13:01:36;4
2853;0;10.08.2012-07:48:18;3
2853;1;10.08.2012-08:20:30;3
2853;2;10.08.2012-09:28:27;3
2853;3;14.09.2012-07:50:37;4
2854;0;05.01.2011-11:26:05;7
2854;1;05.01.2011-15:00:59;7
2854;2;05.01.2011-15:01:05;7
2854;3;18.02.2011-11:30:28;4
2855;0;26.01.2011-15:00:31;1
2855;1;26.01.2011-15:00:51;1
2855;2;27.01.2011-16:17:11;1
2855;3;26.02.2011-15:10:16;4
2856;0;16.03.2010-08:04:03;1
2856;1;16.03.2010-08:04:15;1
2856;2;01.04.2010-08:48:34;1
2856;3;16.04.2010-08:48:47;4
2857;0;07.09.2010-16:08:34;13
2857;1;08.09.2010-15:14:48;8
2857;5;08.09.2010-15:15:06;8
2857;1;10.09.2010-11:08:01;6
2857;2;10.09.2010-11:08:12;6
2857;3;21.10.2010-16:00:35;4
2858;0;31.10.2011-09:49:21;0
2858;1;31.10.2011-15:22:16;8
2858;2;03.11.2011-10:05:13;8
2858;3;16.12.2011-09:50:28;4
2859;0;02.05.2013-12:30:14;0
2859;1;20.05.2013-07:11:41;1
2859;5;20.05.2013-07:56:04;3
2859;2;27.05.2013-15:16:10;3
2859;3;11.06.2013-15:16:29;2
2860;0;24.06.2011-15:38:47;6
2860;1;29.06.2011-08:18:29;1
2860;5;29.06.2011-08:25:56;1
2860;1;05.07.2011-15:26:19;1
2860;2;11.07.2011-12:42:56;1
2860;3;03.08.2011-13:40:32;4
2861;0;15.04.2010-13:49:28;1
2861;1;15.04.2010-14:16:15;1
2861;2;15.04.2010-14:16:26;1
2861;3;02.06.2010-13:50:37;4
2862;0;17.05.2010-14:46:02;1
2862;0;18.05.2010-16:24:04;15
2862;0;20.05.2010-07:27:04;15
2862;5;20.05.2010-07:27:21;15
2862;1;20.05.2010-07:28:40;15
2862;2;30.06.2010-13:39:07;15
2862;3;15.07.2010-13:39:18;4
2863;0;10.01.2011-10:55:39;7
2863;1;17.01.2011-16:19:26;1
2863;2;24.01.2011-12:05:32;1
2863;3;23.02.2011-12:06:00;4
2864;0;19.02.2010-10:03:38;1
2864;1;19.02.2010-10:16:18;1
2864;2;19.02.2010-10:16:24;1
2864;3;24.03.2010-10:10:44;4
2865;0;27.02.2013-08:54:54;0
2865;1;27.02.2013-08:55:12;0
2865;5;27.02.2013-09:06:33;1
2865;2;08.04.2013-09:50:52;1
2865;3;23.04.2013-09:51:09;2
2866;0;07.06.2011-12:51:20;7
2866;1;07.06.2011-12:51:31;7
2866;5;15.06.2011-10:37:31;7
2866;5;17.06.2011-13:43:33;8
2866;1;28.06.2011-13:19:42;7
2866;2;05.07.2011-09:51:59;12
2866;3;04.08.2011-09:52:25;4
2867;0;14.07.2011-10:42:00;12
2867;2;14.07.2011-12:23:47;12
2867;3;16.08.2011-10:50:29;4
2868;0;14.06.2011-13:14:44;7
2868;1;07.07.2011-10:46:13;8
2868;5;08.07.2011-14:07:29;8
2868;1;11.07.2011-14:01:17;8
2868;2;11.07.2011-14:02:01;8
2868;3;26.07.2011-14:02:15;4
2869;0;20.01.2012-14:06:27;8
2869;1;20.01.2012-14:07:49;5
2869;2;27.01.2012-12:16:34;16
2869;3;22.02.2012-14:12:11;4
2870;0;04.08.2010-13:13:24;8
2870;1;25.08.2010-09:20:45;18
2870;2;25.08.2010-09:22:43;18
2870;3;09.09.2010-09:23:02;4
2871;0;28.09.2010-15:45:44;13
2871;1;28.09.2010-15:46:02;13
2871;2;08.11.2010-10:50:50;13
2871;3;23.11.2010-10:51:09;4
2872;0;13.03.2013-17:31:41;0
2872;1;29.03.2013-09:00:05;3
2872;5;29.03.2013-09:23:36;3
2872;2;08.04.2013-15:06:30;3
2872;3;23.04.2013-15:06:49;2
2873;0;18.03.2010-11:38:10;1
2873;1;18.03.2010-11:53:56;11
2873;2;18.03.2010-13:37:24;11
2873;3;24.04.2010-10:40:36;4
2874;0;29.08.2012-12:41:22;0
2874;1;04.09.2012-07:09:20;2
2874;5;06.09.2012-13:21:33;12
2874;2;12.10.2012-10:21:41;12
2874;3;27.10.2012-10:21:52;2
2875;0;23.05.2012-08:58:58;0
2875;1;23.05.2012-12:18:26;8
2875;2;23.05.2012-14:20:45;0
2875;3;23.06.2012-09:00:42;4
2876;0;14.12.2010-11:24:26;1
2876;1;16.12.2010-11:38:47;1
2876;5;17.12.2010-07:58:04;1
2876;1;30.12.2010-08:56:35;1
2876;2;30.12.2010-08:56:40;1
2876;3;14.01.2011-08:56:59;4
2877;0;11.01.2011-09:50:51;7
2877;1;13.01.2011-13:03:52;15
2877;2;13.01.2011-13:14:52;15
2877;3;24.02.2011-10:00:28;4
2878;0;21.11.2011-09:38:27;0
2878;1;21.11.2011-11:15:42;8
2878;2;21.11.2011-16:20:11;8
2878;3;19.01.2012-09:40:57;4
2879;0;21.06.2012-13:18:05;0
2879;1;21.06.2012-13:18:15;0
2879;2;25.06.2012-14:08:36;0
2879;3;24.07.2012-13:20:51;4
2880;0;17.04.2013-15:36:46;0
2880;7;24.04.2013-14:30:41;3
2880;7;24.04.2013-14:30:41;3
2880;2;31.05.2013-13:26:54;3
2880;3;15.06.2013-13:27:14;2
2881;0;01.07.2011-10:01:39;8
2881;1;04.07.2011-11:06:39;8
2881;2;05.07.2011-12:33:04;8
2881;3;25.08.2011-10:10:40;4
2882;0;26.04.2012-12:49:14;0
2882;1;26.04.2012-12:49:25;0
2882;2;27.04.2012-09:54:09;0
2882;3;29.05.2012-12:50:16;4
2883;0;08.06.2011-13:37:06;7
2883;1;08.06.2011-13:39:11;7
2883;2;09.06.2011-09:20:42;8
2883;3;09.07.2011-13:40:31;4
2884;0;02.04.2012-12:45:00;0
2884;1;02.04.2012-13:26:49;12
2884;2;10.04.2012-13:58:46;12
2884;3;03.05.2012-12:50:44;4
2885;0;16.05.2012-08:26:31;0
2885;1;16.05.2012-13:56:29;0
2885;2;16.05.2012-15:07:54;0
2885;3;08.07.2012-08:30:30;4
2886;0;11.03.2011-09:55:19;7
2886;1;11.03.2011-09:56:04;7
2886;5;07.04.2011-14:51:29;11
2886;5;18.04.2011-13:46:39;11
2886;2;21.04.2011-09:29:12;11
2886;3;06.05.2011-09:29:28;4
2887;0;08.07.2010-07:35:05;8
2887;1;30.07.2010-08:02:56;18
2887;2;30.07.2010-09:21:44;18
2887;3;14.08.2010-09:21:59;4
2888;0;24.08.2010-16:15:13;5
2888;1;24.08.2010-16:22:30;5
2888;2;24.08.2010-16:22:44;5
2888;3;22.10.2010-16:00:38;4
2889;0;07.04.2011-08:09:00;7
2889;1;07.04.2011-08:10:18;7
2889;2;21.04.2011-10:25:01;12
2889;3;21.05.2011-10:25:24;4
2890;0;22.01.2013-15:05:42;12
2890;1;29.01.2013-10:21:54;1
2890;5;30.01.2013-14:10:23;8
2890;2;26.02.2013-14:03:05;8
2890;3;13.03.2013-14:03:19;2
2891;0;01.07.2010-12:57:08;1
2891;1;06.08.2010-13:26:34;5
2891;2;06.08.2010-13:26:59;5
2891;3;21.08.2010-13:27:19;4
2892;0;16.11.2011-09:22:21;0
2892;1;16.11.2011-09:22:29;0
2892;2;16.11.2011-10:48:57;0
2892;3;17.12.2011-09:30:29;4
2893;0;01.04.2011-14:37:48;7
2893;1;01.04.2011-14:38:13;7
2893;5;07.04.2011-15:44:34;7
2893;1;20.04.2011-15:59:00;1
2893;2;20.04.2011-15:59:26;1
2893;3;05.05.2011-15:59:39;4
2894;0;02.05.2011-07:48:53;7
2894;1;02.05.2011-07:51:13;7
2894;2;02.05.2011-10:22:19;13
2894;3;02.06.2011-07:50:40;4
2895;0;27.04.2011-13:02:00;7
2895;1;05.05.2011-09:20:13;5
2895;2;05.05.2011-09:32:49;5
2895;3;25.06.2011-13:11:16;4
2896;0;19.10.2012-07:27:36;12
2896;1;19.10.2012-07:53:56;1
2896;7;19.10.2012-07:54:52;1
2896;1;19.10.2012-10:10:17;3
2896;2;05.11.2012-15:11:22;3
2896;3;20.11.2012-15:11:39;2
2897;0;23.05.2012-08:27:55;0
2897;1;24.05.2012-15:17:27;8
2897;2;24.05.2012-15:40:03;8
2897;1;28.05.2012-08:26:53;8
2897;2;01.06.2012-07:27:25;8
2897;3;08.07.2012-08:30:39;4
2898;0;14.06.2012-08:21:01;12
2898;1;15.06.2012-07:33:09;12
2898;2;18.06.2012-12:21:02;12
2898;3;17.07.2012-08:30:17;4
2899;0;02.05.2011-14:51:39;7
2899;1;02.05.2011-14:52:07;7
2899;2;03.05.2011-10:35:10;11
2899;3;17.06.2011-15:00:35;4
2900;0;01.12.2010-16:31:45;13
2900;1;03.12.2010-08:41:20;1
2900;2;03.12.2010-08:41:35;1
2900;3;15.01.2011-16:40:38;4
2901;0;06.05.2011-15:13:05;7
2901;1;17.05.2011-15:26:18;1
2901;2;20.05.2011-08:30:41;8
2901;3;19.06.2011-15:21:09;4
2902;0;19.04.2012-13:39:21;0
2902;1;19.04.2012-13:39:31;0
2902;2;19.04.2012-15:22:13;0
2902;3;22.05.2012-13:40:26;4
2903;0;30.03.2012-06:41:55;1
2903;1;30.03.2012-06:43:26;1
2903;5;30.03.2012-06:49:33;1
2903;2;16.04.2012-08:22:20;0
2903;2;16.04.2012-08:22:24;0
2903;3;16.05.2012-08:22:42;4
2904;0;26.07.2013-14:18:48;13
2904;1;26.07.2013-14:19:12;1
2904;2;04.09.2013-15:24:07;13
2904;3;19.09.2013-15:24:18;2
2905;0;13.04.2012-08:23:28;1
2905;1;13.04.2012-08:23:47;1
2905;2;13.04.2012-11:02:05;1
2905;3;31.05.2012-08:30:18;4
2906;0;26.06.2012-08:10:15;1
2906;1;26.06.2012-08:10:42;1
2906;2;02.07.2012-21:45:53;9
2906;3;03.08.2012-08:20:14;4
2907;0;06.08.2012-08:32:05;12
2907;1;06.08.2012-08:32:14;12
2907;2;07.08.2012-09:02:06;12
2907;3;09.09.2012-08:40:32;4
2908;4;27.05.2010-08:48:22;4
2908;0;27.05.2010-09:53:55;5
2908;0;27.05.2010-12:42:35;1
2908;5;27.05.2010-13:55:13;15
2908;1;27.05.2010-16:10:43;10
2908;2;28.05.2010-07:50:20;10
2908;1;31.05.2010-09:45:02;10
2908;2;31.05.2010-09:57:35;10
2908;3;30.06.2010-09:57:54;4
2909;0;02.07.2013-07:19:50;13
2909;1;04.07.2013-10:27:20;1
2909;5;04.07.2013-15:43:47;1
2909;2;19.07.2013-12:53:42;1
2909;3;03.08.2013-12:53:54;2
2910;0;17.01.2012-09:06:22;3
2910;1;17.01.2012-14:12:18;12
2910;2;26.01.2012-10:58:28;12
2910;3;17.02.2012-09:10:35;4
2911;0;08.11.2011-09:42:07;8
2911;2;08.11.2011-09:44:33;8
2911;3;06.01.2012-09:50:44;4
2912;0;20.03.2012-16:22:54;0
2912;1;20.03.2012-16:23:03;0
2912;2;22.03.2012-11:25:18;0
2912;3;26.04.2012-15:30:33;4
2913;0;12.06.2012-13:51:48;0
2913;2;12.06.2012-14:01:27;0
2913;3;13.07.2012-14:00:37;4
2914;0;21.01.2010-08:57:25;1
2914;0;21.01.2010-08:57:35;1
2914;1;15.02.2010-16:17:46;9
2914;2;15.02.2010-16:17:57;9
2914;3;02.03.2010-16:18:12;4
2915;0;12.09.2011-08:13:08;12
2915;1;14.09.2011-08:26:49;12
2915;2;06.10.2011-08:19:04;12
2915;3;21.10.2011-08:19:15;4
2916;0;07.02.2012-16:27:25;0
2916;1;07.02.2012-16:27:39;0
2916;2;09.02.2012-16:46:15;3
2916;2;09.02.2012-16:46:16;3
2916;3;09.03.2012-16:33:47;4
2917;0;18.11.2013-16:42:54;17
2917;1;19.11.2013-07:49:52;1
2917;7;21.11.2013-16:45:42;1
2917;1;25.11.2013-12:00:56;1
2917;2;13.12.2013-14:00:24;1
2917;3;28.12.2013-14:00:40;2
2918;0;01.03.2012-15:25:44;12
2918;2;01.03.2012-15:26:12;12
2918;3;03.04.2012-14:30:27;4
2919;0;24.09.2010-13:17:14;11
2919;1;24.09.2010-13:31:12;1
2919;1;24.09.2010-13:31:58;1
2919;6;30.09.2010-08:25:46;20
2919;2;19.11.2010-10:32:30;20
2919;3;19.11.2010-11:39:33;20
2920;0;22.12.2011-08:28:42;0
2920;1;22.12.2011-14:32:46;8
2920;5;22.12.2011-15:37:55;8
2920;1;29.12.2011-14:18:29;0
2920;2;30.12.2011-14:20:10;0
2920;2;30.12.2011-14:20:12;0
2920;3;28.01.2012-16:10:56;4
2921;0;02.09.2010-14:25:24;1
2921;1;02.09.2010-14:27:27;1
2921;2;02.09.2010-14:28:29;1
2921;3;05.10.2010-14:30:41;4
2922;0;13.06.2011-14:07:00;12
2922;1;13.06.2011-14:07:17;12
2922;2;14.06.2011-13:45:41;12
2922;3;14.07.2011-14:11:40;4
2923;0;18.05.2011-14:50:17;7
2923;0;18.05.2011-14:52:31;7
2923;1;18.05.2011-14:55:07;7
2923;2;19.05.2011-07:24:35;7
2923;3;01.07.2011-15:00:32;4
2924;0;27.10.2010-14:50:34;1
2924;0;02.11.2010-10:53:10;1
2924;1;02.11.2010-10:53:17;1
2924;5;08.11.2010-15:55:17;13
2924;1;25.11.2010-16:41:50;13
2924;2;25.11.2010-16:42:02;13
2924;3;10.12.2010-16:42:22;4
2925;0;01.04.2011-08:05:07;7
2925;1;01.04.2011-13:45:36;1
2925;2;01.04.2011-13:46:07;1
2925;3;19.05.2011-08:10:32;4
2926;0;02.03.2011-08:31:52;7
2926;1;02.03.2011-08:32:53;7
2926;2;04.03.2011-16:45:45;12
2926;1;04.03.2011-16:59:30;12
2926;5;08.03.2011-15:19:40;12
2926;1;11.03.2011-11:44:20;12
2926;2;11.03.2011-11:44:40;12
2926;3;02.04.2011-07:41:49;4
2927;4;01.12.2010-16:56:39;13
2927;0;02.12.2010-13:06:01;13
2927;1;02.12.2010-14:08:51;1
2927;2;02.12.2010-14:15:28;1
2927;3;19.01.2011-17:00:23;4
2928;0;16.01.2012-11:47:05;0
2928;1;18.01.2012-16:03:42;0
2928;2;23.01.2012-11:31:52;0
2928;3;23.02.2012-11:50:28;4
2929;0;28.05.2012-07:05:35;0
2929;1;29.05.2012-10:31:45;8
2929;2;30.05.2012-09:43:35;8
2929;3;05.07.2012-07:10:24;4
2930;0;07.06.2013-09:27:10;13
2930;1;07.06.2013-09:27:28;13
2930;5;07.06.2013-09:28:42;13
2930;7;21.06.2013-07:27:17;1
2930;2;10.07.2013-07:26:06;8
2930;2;10.07.2013-07:26:06;8
2930;3;25.07.2013-07:26:19;2
2931;0;09.07.2013-09:03:29;13
2931;1;25.07.2013-15:01:10;11
2931;5;31.07.2013-13:42:10;11
2931;2;20.08.2013-08:34:41;11
2931;3;04.09.2013-08:34:55;2
2932;0;15.02.2010-16:21:35;1
2932;1;18.02.2010-13:52:20;1
2932;2;18.02.2010-13:52:30;1
2932;3;18.03.2010-16:30:16;4
2933;0;10.05.2013-13:00:44;13
2933;1;28.05.2013-07:06:22;8
2933;5;28.05.2013-07:24:41;8
2933;2;29.05.2013-07:07:49;8
2933;3;13.06.2013-07:08:11;2
2934;0;17.05.2011-12:47:51;7
2934;1;17.05.2011-12:48:18;7
2934;2;17.05.2011-12:55:27;7
2934;3;15.07.2011-12:51:17;4
2935;0;16.02.2011-10:42:58;7
2935;1;16.02.2011-14:51:42;7
2935;5;16.02.2011-15:00:26;7
2935;1;02.03.2011-09:21:59;7
2935;2;02.03.2011-09:22:09;7
2935;1;02.03.2011-09:25:13;7
2935;2;02.03.2011-09:25:20;7
2935;3;01.04.2011-08:25:41;4
2936;0;24.01.2011-09:11:48;7
2936;1;24.01.2011-10:13:51;1
2936;6;24.01.2011-10:14:18;1
2936;6;24.01.2011-11:19:22;1
2936;2;14.02.2011-09:41:50;1
2936;3;16.03.2011-09:42:00;4
2937;0;21.10.2010-12:09:07;8
2937;1;27.10.2010-10:25:10;1
2937;2;27.10.2010-10:49:14;1
2937;3;05.12.2010-13:10:52;4
2938;0;15.06.2012-13:11:00;12
2938;1;15.06.2012-13:11:19;12
2938;2;15.06.2012-13:11:58;12
2938;3;18.07.2012-13:20:37;4
2939;0;30.06.2010-08:40:19;8
2939;1;27.07.2010-14:07:05;1
2939;2;28.07.2010-09:39:18;15
2939;3;12.08.2010-09:39:39;4
2940;0;19.04.2011-15:54:03;7
2940;1;20.04.2011-09:10:50;8
2940;2;26.04.2011-08:51:58;9
2940;3;27.05.2011-16:00:29;4
2941;0;27.05.2011-07:16:54;7
2941;1;27.05.2011-07:17:24;7
2941;2;27.05.2011-14:47:59;7
2941;3;03.07.2011-07:20:51;4
2942;0;10.01.2011-15:42:49;7
2942;0;17.01.2011-15:20:58;1
2942;1;17.01.2011-15:21:04;1
2942;2;26.01.2011-15:41:16;10
2942;3;25.02.2011-15:41:33;4
2943;0;26.05.2011-12:16:35;7
2943;1;26.05.2011-12:17:21;7
2943;5;27.05.2011-10:45:22;12
2943;1;21.06.2011-07:27:00;12
2943;2;21.06.2011-07:27:11;12
2943;3;06.07.2011-07:27:33;4
2944;0;16.08.2011-12:26:37;8
2944;5;16.08.2011-13:12:48;8
2944;2;16.08.2011-13:18:45;8
2944;3;01.10.2011-12:30:40;4
2945;0;19.04.2012-07:16:59;0
2945;1;19.04.2012-13:36:49;12
2945;5;24.04.2012-09:40:04;12
2945;2;26.04.2012-16:30:44;12
2945;3;24.05.2012-13:40:28;4
2946;0;14.10.2011-14:25:03;0
2946;2;14.10.2011-15:19:23;0
2946;2;14.10.2011-15:31:15;0
2946;3;16.11.2011-15:30:22;4
2947;0;01.12.2011-13:08:57;0
2947;1;02.12.2011-16:18:20;12
2947;2;09.12.2011-11:00:58;12
2947;3;03.01.2012-13:10:17;4
2948;0;17.10.2012-10:52:27;0
2948;1;30.10.2012-16:14:27;1
2948;5;31.10.2012-13:43:45;8
2948;2;05.11.2012-11:04:01;8
2948;3;20.11.2012-11:04:19;2
2949;0;28.04.2011-13:07:18;7
2949;1;28.04.2011-13:10:09;1
2949;2;28.04.2011-14:26:29;6
2949;3;11.06.2011-13:10:43;4
2950;0;09.03.2011-10:33:27;7
2950;1;09.03.2011-10:35:25;7
2950;5;09.03.2011-12:02:32;8
2950;1;10.03.2011-13:46:03;8
2950;2;10.03.2011-13:46:38;8
2950;3;09.04.2011-12:47:06;4
2951;0;16.11.2011-16:10:11;0
2951;1;22.11.2011-11:25:52;8
2951;5;22.11.2011-15:41:45;8
2951;2;24.11.2011-09:24:59;8
2951;3;05.01.2012-10:00:51;4
2952;0;21.09.2010-14:28:40;13
2952;1;21.09.2010-14:30:18;13
2952;2;23.09.2010-14:21:32;8
2952;3;04.11.2010-15:30:36;4
2953;0;27.05.2010-12:34:51;1
2953;1;27.05.2010-12:36:21;1
2953;2;28.05.2010-09:17:20;1
2953;3;15.07.2010-12:40:25;4
2954;4;30.08.2011-13:20:01;14
2954;0;30.08.2011-13:21:29;14
2954;1;30.08.2011-13:21:42;14
2954;2;02.09.2011-07:21:22;14
2954;3;30.09.2011-13:30:36;4
2955;0;28.01.2013-17:00:24;0
2955;5;12.02.2013-16:54:21;0
2955;2;13.02.2013-13:57:39;3
2955;3;28.02.2013-13:57:51;2
2956;0;05.08.2010-12:21:58;8
2956;1;05.08.2010-13:26:14;8
2956;2;05.08.2010-13:35:51;8
2956;3;07.09.2010-12:30:33;4
2957;0;11.04.2012-09:29:01;0
2957;1;11.04.2012-12:23:16;5
2957;2;16.04.2012-12:39:10;5
2957;3;25.05.2012-09:30:29;4
2958;0;21.04.2010-15:53:03;1
2958;1;24.05.2010-09:17:47;20
2958;2;24.05.2010-09:17:57;20
2958;3;24.05.2010-09:18:07;20
2959;0;29.03.2012-09:29:38;0
2959;1;29.03.2012-09:29:47;0
2959;2;30.03.2012-08:00:58;0
2959;3;16.05.2012-09:30:29;4
2960;0;05.06.2012-12:21:19;0
2960;1;06.06.2012-07:03:09;5
2960;2;27.06.2012-16:13:36;5
